"","countyfp","population","latitude","longitude","geo.display.label","median_house_value","total_units","median_rooms","mean_household_size_owners","mean_household_size_renters","built_2005_or_later","built_2000_to_2004","built_1990s","built_1980s","built_1970s","built_1960s","built_1950s","built_1940s","bedrooms_0","bedrooms_1","bedrooms_2","bedrooms_3","bedrooms_4","owners","renters","median_household_income","mean_household_income","vacant_ratio"
"5324","73",2559,32.763029,-117.093015,"Census Tract 20.02, San Diego County, California",578500,1195,5.6,2.13,2.32,0,2.3,0,10.2,4.9,7.9,14.6,35.1,0,2.6,39.8,46.8,10.8,68.7,31.3,89122,105569,0.00502092050209205
"5325","73",5259,32.758234,-117.109267,"Census Tract 21, San Diego County, California",411400,2584,3.7,2.28,1.99,0,0.5,3.1,14.9,21.3,18.6,13.2,7.8,1.9,40,47.1,9,1.4,22.2,77.8,45509,52792,0.136609907120743
"5326","73",3796,32.751971,-117.112584,"Census Tract 22.01, San Diego County, California",240800,1354,3.4,3.45,3.26,0,23,1.5,14.6,24.1,15.4,8.5,2.7,10.9,38,40.8,8.3,0.5,13.7,86.3,26638,47338,0.0598227474150665
"5327","73",4859,32.752354,-117.104507,"Census Tract 22.02, San Diego County, California",173200,1636,3.5,2.35,3,6.5,1.7,5.5,9.8,21.9,29,9.6,9.2,11.7,31.1,47.4,9.3,0.6,2,98,24948,35920,0.0568459657701711
"5328","73",2821,32.757399,-117.093456,"Census Tract 23.01, San Diego County, California",410400,1203,3.7,1.75,2.68,0,4.5,3.2,9.3,15.4,12.6,29,22.5,0.6,43.9,47.1,6.5,1.9,9.5,90.5,31695,38740,0.0739817123857024
"5329","73",6589,32.752494,-117.096534,"Census Tract 23.02, San Diego County, California",212000,2244,3.3,3.02,3.08,1.5,0.3,1.2,23.8,25.5,17.5,6,10.3,3.9,50.9,36.9,7.9,0,16,84,24732,33446,0.0757575757575758
"5330","73",4573,32.747698,-117.115642,"Census Tract 24.01, San Diego County, California",268100,1638,3.9,3.12,2.89,1.5,0.9,3.8,25.5,22.6,4.9,17.4,7.3,2.6,37.2,38.5,20.2,1.5,23.1,76.9,39620,46573,0.0653235653235653
"5331","73",5254,32.746865,-117.104377,"Census Tract 24.02, San Diego County, California",325000,1527,3.5,3.47,3.15,1.5,14.5,5.7,12.3,21.1,9.6,12.1,9,6,45.6,34.7,9.6,4.1,10.3,89.7,30012,36462,0.0746561886051081
"5332","73",5504,32.741059,-117.107687,"Census Tract 25.01, San Diego County, California",314600,1555,4.4,3.85,3.75,3.3,0,4.1,12.2,9.1,8.5,33.8,15.8,1.2,13.2,42.8,34.6,8.2,50.5,49.5,45179,54941,0.0688102893890675
"5333","73",6264,32.729554,-117.106808,"Census Tract 25.02, San Diego County, California",342600,2094,4.7,2.96,3.36,0.6,0.5,11,13.1,13,9.1,37.8,9.9,0.5,8.1,41.3,45.8,3.8,52.8,47.2,43563,60143,0.0816618911174785
"5334","73",6148,32.745473,-117.096191,"Census Tract 26.01, San Diego County, California",281700,1714,4.1,2.97,4.19,0,2.7,5.1,14.5,19.2,15.9,12.4,12.1,3,24,48.1,19.1,5.8,34.7,65.3,36042,41241,0.0746791131855309
"5335","73",4450,32.735878,-117.097413,"Census Tract 26.02, San Diego County, California",317400,1250,4,3.37,3.65,0,2.8,3.6,17.2,24.4,23.3,15.8,10.8,2.8,15.6,56.3,24.6,0.7,18.4,81.6,39266,42699,0.0912
"5336","73",5180,32.754207,-117.072803,"Census Tract 27.02, San Diego County, California",335200,2079,4.4,2.4,2.96,4.2,1.6,4.1,22,14.6,14.4,18.9,12.9,1.5,16.4,45.8,30.6,3.8,41.6,58.4,50038,63666,0.119288119288119
"5337","73",6900,32.745421,-117.067393,"Census Tract 27.03, San Diego County, California",296500,2374,4.7,2.92,3.07,1.2,0,0.8,31.8,10,12.8,40.1,1.9,0,6.6,46.3,39.1,7.2,55.2,44.8,51143,64184,0.0640269587194608
"5338","73",4300,32.734304,-117.083502,"Census Tract 27.05, San Diego County, California",310800,1331,5.1,2.83,2.66,0,3.2,1.1,20.1,15,8.4,39,12.5,0,6.8,34.2,47.9,6.1,64,36,47050,52571,0
"5339","73",5369,32.753013,-117.089622,"Census Tract 27.07, San Diego County, California",340600,1575,3.5,2.76,3.63,0.8,0,3.4,13.8,15.2,20.5,22.5,14.2,7.2,36.4,40.1,15.1,1.1,10.3,89.7,36955,37312,0.0990476190476191
"5340","73",5689,32.754014,-117.08422,"Census Tract 27.08, San Diego County, California",197100,1994,3.5,3.33,3.03,7,4.8,6.2,21.7,30.3,12,11,6.3,4.3,44.6,41.9,5.6,3.6,6.4,93.6,24294,27813,0.0381143430290873
"5341","73",3945,32.744949,-117.089326,"Census Tract 27.09, San Diego County, California",353400,1175,4.1,2.94,3.1,0.9,0,4.3,27.8,6.5,9.3,19.3,12.2,6.8,19.7,51,21.5,1,33.3,66.7,29048,45132,0.0936170212765957
"5342","73",4228,32.745747,-117.084393,"Census Tract 27.10, San Diego County, California",312100,1211,4,3.36,3.28,6.4,3,6.3,17.3,8.4,23.5,27.6,7.5,7,14.3,48,23.2,7.1,33.6,66.4,35223,40356,0.0792733278282411
"5343","73",3200,32.740272,-117.069304,"Census Tract 27.11, San Diego County, California",294700,961,5.1,3,3.67,6.9,2.1,34.5,1.8,3.4,0,39.5,10,1.2,4.7,31.8,43.9,13.2,39.5,60.5,54375,68118,0.0551508844953174
"5344","73",4652,32.728145,-117.076533,"Census Tract 27.12, San Diego County, California",267600,1855,4.3,2.45,2.95,1.4,0.6,8,8.7,37.6,11.3,21.3,4.5,1.6,19.7,43.1,25.7,7.9,49.1,50.9,47358,54568,0.0873315363881402
"5345","73",3068,32.77442,-117.08128,"Census Tract 28.01, San Diego County, California",614800,1123,4.4,2.26,3.08,0,19.1,13.4,7.3,11.1,31.9,14.7,2.5,4.4,15.4,39.6,25,13.1,29.8,70.2,22422,65990,0.19946571682992
"5346","73",5370,32.761724,-117.083652,"Census Tract 28.03, San Diego County, California",391100,2582,4,2.21,1.98,2.9,5.2,7,15.6,21.9,18.3,10.5,12.7,7.2,27.8,38.3,23.6,2.4,32.9,67.1,48112,57296,0.112703330751356
"5347","73",4638,32.765529,-117.073857,"Census Tract 28.04, San Diego County, California",474300,1523,5.5,2.56,2.84,0,0,1.6,0.7,6.6,12.5,44.2,17.1,1.4,13,16.5,51,11.2,62.9,37.1,59916,76819,0.0577806959947472
"5348","73",5272,32.76061,-117.058786,"Census Tract 29.02, San Diego County, California",406100,2417,4.6,2.64,2.3,0,0.7,4.3,11.1,10.3,20.6,20.3,28.3,2.2,23.4,38.5,32.6,3.4,37.8,62.2,50781,61030,0.0707488622258999
"5349","73",3717,32.748807,-117.055123,"Census Tract 29.03, San Diego County, California",337000,1424,5,2.83,3.21,0.6,0.8,0.6,0,14.2,13.4,61.3,9.1,0,7.2,39.5,47.3,6,66.3,33.7,58750,68357,0.0526685393258427
"5350","73",7316,32.770987,-117.063613,"Census Tract 29.04, San Diego County, California",422600,2163,4.5,2.44,2.94,2.2,0.8,6.8,7.5,25,18.3,32.7,6,0.8,30.3,22.1,33.2,5.7,32.2,67.8,34888,47812,0.130836800739713
"5351","73",4022,32.770788,-117.049075,"Census Tract 29.05, San Diego County, California",365500,1749,4.6,2.45,2.51,0.5,0.5,4.5,13.4,24.2,10.6,28.9,9.1,3.8,14.2,45.1,33.6,2.7,37.8,62.2,53575,60643,0.104059462550029
"5352","73",4226,32.716634,-117.076222,"Census Tract 30.01, San Diego County, California",287700,1290,5.3,2.62,3.78,1,2.6,2.2,6.7,24,16.5,40.2,5.2,0.5,4.5,21.2,51.7,17.9,68.7,31.3,38413,48783,0.0372093023255814
"5353","73",5062,32.724791,-117.056406,"Census Tract 30.03, San Diego County, California",355900,1585,5.6,3.25,3.94,2.1,0,3.8,6.4,13.3,23.7,32.7,9,0,1.8,25.8,52.7,17.5,80.5,19.5,54856,65408,0.0466876971608833
"5354","73",4940,32.712638,-117.061919,"Census Tract 30.04, San Diego County, California",263700,1369,4.7,3.93,4.12,4.6,1.4,5.8,2.3,7.3,13.1,32.6,21.8,2.5,10.4,37.5,38.5,9.6,52.3,47.7,37113,44530,0.0745069393718042
"5355","73",3785,32.699364,-117.080168,"Census Tract 31.01, San Diego County, California",313200,1128,5.4,3.33,3.73,0,0.7,0.8,6.6,3.5,16.3,67.9,2.5,0,3.3,15.7,64.1,13.6,72.8,27.2,42208,52196,0.049645390070922
"5356","73",6256,32.706876,-117.043313,"Census Tract 31.03, San Diego County, California",326600,1718,5.6,3.75,4.36,0,0,0.6,11.5,23.1,44.8,10,9.4,0,1.9,7.7,61,23.1,77.4,22.6,54837,63678,0.0651920838183935
"5357","73",4167,32.710269,-117.028887,"Census Tract 31.05, San Diego County, California",300800,1088,5.3,4.47,3.99,0,0,0,5.9,14.6,19.9,56.3,0.7,0,0,10.8,68.6,16.5,78.4,21.6,43013,56521,0.128676470588235
"5358","73",5992,32.705823,-117.023102,"Census Tract 31.07, San Diego County, California",336500,1683,5.5,3.43,4.03,2.7,0,1,8.7,50.1,29,7.4,0,1.1,4.9,7.4,48.4,31.9,71.4,28.6,65114,67800,0.0421865715983363
"5359","73",3520,32.707548,-117.016103,"Census Tract 31.08, San Diego County, California",277600,1032,5.8,3.51,4.13,1,0,2.3,9.6,19.7,36.1,31.3,0,3.7,6.4,13.3,66,8.3,65.6,34.4,61250,68304,0.061046511627907
"5360","73",3358,32.691553,-117.055938,"Census Tract 31.09, San Diego County, California",375600,842,6,3.86,5.39,0,0,0.8,61.5,25.4,12.2,0,0,0,0,7.1,46.7,43,74.1,25.9,80208,84324,0
"5361","73",6183,32.703,-117.076824,"Census Tract 31.11, San Diego County, California",323300,1791,4.4,3.89,3.62,0.7,6.9,14.1,20.1,18.2,6.4,32,0.9,2.5,19.4,32.1,25.4,18.3,32.8,67.2,38782,52902,0.0614182021217197
"5362","73",4574,32.706203,-117.063196,"Census Tract 31.12, San Diego County, California",241200,1282,5.4,3.6,4.67,3.4,1.1,0.9,40.7,41.5,4.8,4,3.1,1.6,3.5,20.4,44.7,13.7,64.2,35.8,59409,73822,0.0733229329173167
"5363","73",5043,32.695955,-117.064748,"Census Tract 31.13, San Diego County, California",307400,1335,6,4.08,4.7,0.7,0.8,6.2,22.9,38.7,26.7,3.4,0.6,0,1,3.4,44,43.7,78.8,21.2,71302,91002,0.0808988764044944
"5364","73",3341,32.700071,-117.044618,"Census Tract 31.14, San Diego County, California",375000,832,6.4,4.4,5.68,0,2,9,65.5,11.7,7.3,2.4,2,0,0,0,35.2,58.8,85.4,14.6,77813,93937,0.0372596153846154
"5365","73",6454,32.696018,-117.036488,"Census Tract 31.15, San Diego County, California",315600,1837,5.5,3.78,3.94,0,1.7,1.8,30.7,16.2,37.7,11.3,0.6,1.4,1,12.3,53,27.2,60.7,39.3,52473,68241,0.0713119216113228
"5366","73",4932,32.682666,-117.062352,"Census Tract 32.01, San Diego County, California",348500,1527,5.5,3.5,3.6,0,5.9,30.6,8.4,22.1,7.7,15.5,7.3,0.6,1,36.7,36,21,33,67,53125,62354,0.119842829076621
"5367","73",4551,32.672676,-117.06469,"Census Tract 32.02, San Diego County, California",302200,1403,5.2,3.33,4.41,2.5,0.8,2.3,7.3,26.4,16.5,28.6,14.3,1.4,6.4,25.9,47.9,15.2,72.9,27.1,48942,60802,0.0727013542409123
"5368","73",3453,32.658192,-117.059284,"Census Tract 32.04, San Diego County, California",422400,1155,5.8,3.17,2.08,3.4,8.3,9.7,9.2,15.4,28.7,21.5,2.3,0,2.9,22.9,46.7,22.3,88.7,11.3,65583,79299,0.0900432900432901
"5369","73",5890,32.6744,-117.031292,"Census Tract 32.07, San Diego County, California",498000,2249,6,2.7,3.01,5.2,0.7,5.2,24.1,46,12.2,4.4,2.1,0,10.9,25.2,24.3,30.6,69.6,30.4,65116,83850,0.0235660293463762
"5370","73",6619,32.680214,-117.045152,"Census Tract 32.08, San Diego County, California",289800,2338,4.7,3.06,2.69,0.5,1,7.3,25.7,58.6,5.5,0.8,0,0.4,11.7,47.4,31.4,8.8,57.8,42.2,58680,63240,0.083404619332763
"5371","73",5385,32.68365,-117.039307,"Census Tract 32.09, San Diego County, California",275000,1830,4.9,3.14,3,1.5,0.6,6.4,54.1,35.3,1.4,0.7,0,0,17.9,32.7,35.1,12.5,40.9,59.1,53229,67396,0.0841530054644809
"5372","73",3165,32.677805,-117.054746,"Census Tract 32.11, San Diego County, California",342500,908,6,3.15,5.47,0,0.7,1.3,4.7,19.2,12.4,53.1,5.5,0,0.7,6.5,65,26.7,86.7,13.3,59457,72188,0.026431718061674
"5373","73",4053,32.670078,-117.05343,"Census Tract 32.12, San Diego County, California",393400,1127,5.9,3.88,4.48,0.6,0,0.9,3.5,35.6,32.4,26.5,0.4,0,0,5.1,52.5,35,85.8,14.2,76625,84717,0.00887311446317657
"5374","73",4193,32.687904,-117.031437,"Census Tract 32.13, San Diego County, California",379600,1096,6.3,3.76,4.26,0,0,1.6,59.6,20.7,15.6,2.6,0,0,0,0,42.3,44.6,81.1,18.9,87092,94848,0.0529197080291971
"5375","73",4610,32.69484,-117.020834,"Census Tract 32.14, San Diego County, California",296200,1569,5.7,3.1,3.89,0,0,8,47.1,42.7,2.2,0,0,1.5,4.6,26.1,42.4,23.5,64.7,35.3,69408,71127,0.0286806883365201
"5376","73",3337,32.700468,-117.101463,"Census Tract 33.01, San Diego County, California",248500,982,4.4,3.79,3.71,0,0,4.9,18.9,7.6,23.9,17.9,16.8,1.3,13.5,43.1,34.8,5.8,39.9,60.1,28527,41541,0.0417515274949083
"5377","73",4193,32.692411,-117.099435,"Census Tract 33.03, San Diego County, California",237200,1244,4.1,3.63,3.69,5.9,2.7,7.2,16.5,12.9,9.9,14.6,15.8,2.9,17.5,54.3,17.8,6.5,25.3,74.7,31675,38332,0.0747588424437299
"5378","73",3563,32.706902,-117.090344,"Census Tract 33.04, San Diego County, California",24200,1080,3.8,4.19,3.06,1.1,10.7,0,13.3,45.6,8.7,9,11.6,5,30,45.6,11.9,7.5,28.2,71.8,32647,40327,0.0907407407407407
"5379","73",5738,32.697216,-117.089024,"Census Tract 33.05, San Diego County, California",313900,1588,5,4.4,3.43,0,10.2,5.4,15.2,33.7,12.1,18.2,2.7,0,17,16.6,51.4,13.6,41.2,58.8,25263,45090,0.0617128463476071
"5380","73",6065,32.726255,-117.093328,"Census Tract 34.01, San Diego County, California",302000,2121,4.7,3.02,3.31,2.1,3.3,7.7,5.7,19.7,11.7,36.1,9.5,1.8,6.9,46.2,35.6,6.7,62.1,37.9,47500,56007,0.0966525223950967
"5381","73",4283,32.713183,-117.106552,"Census Tract 34.03, San Diego County, California",272100,1111,4.6,4.74,3.52,0,0,9.5,10,14.2,7.4,36.7,12.6,0.5,17,34.8,39.3,6.3,46.9,53.1,42375,47587,0.0765076507650765
"5382","73",4634,32.713271,-117.094151,"Census Tract 34.04, San Diego County, California",241500,1158,4.4,4.68,3.5,0,1.2,5.9,2.8,9.2,16.8,55,3.7,1.6,3,54.3,29.4,10.2,39.9,60.1,41867,45341,0.0423143350604491
"5383","73",4255,32.704909,-117.115619,"Census Tract 35.01, San Diego County, California",275900,1093,4.3,4.06,3.8,0,0,15.5,3.7,14.7,16.9,21.3,7.1,3.6,13,43.5,27.4,11.7,31.6,68.4,31560,34904,0.0823421774931382
"5384","73",4946,32.69857,-117.113278,"Census Tract 35.02, San Diego County, California",322000,1299,4.4,4.16,4.04,0,0.8,7.5,4.8,13.4,15.9,33.9,10.5,1.7,25.6,29.5,30.9,11.4,36.3,63.7,29286,37703,0.0531177829099307
"5385","73",3250,32.692214,-117.115428,"Census Tract 36.01, San Diego County, California",286500,807,4.6,4.01,4.21,4.1,4,11.5,16.5,2.4,9.5,15,15.7,0,17.5,37.2,27,18.3,40.8,59.2,26008,35722,0.0954151177199504
"5386","73",3079,32.693313,-117.108037,"Census Tract 36.02, San Diego County, California",354800,752,4.9,3.75,4.16,1.3,1.3,3.5,24.5,8.1,13.3,26.5,10.8,0.8,8.2,34.6,38,10.5,41.4,58.6,29415,37099,0
"5387","73",4228,32.686763,-117.107471,"Census Tract 36.03, San Diego County, California",351500,1105,4.3,3.6,3.88,1.5,2.6,0.7,7.6,11.6,21,22.8,14.7,2.9,17.7,38,38.6,1.8,29.3,70.7,36143,44438,0.0316742081447964
"5388","73",4241,32.703339,-117.127328,"Census Tract 39.01, San Diego County, California",234400,1026,4.6,4.74,4.86,2.5,7.4,4.4,4.9,10.5,13.4,25.3,9.6,3.1,15.5,31,37.1,12.3,26.7,73.3,25144,33719,0.130604288499025
"5389","73",4927,32.697316,-117.126688,"Census Tract 39.02, San Diego County, California",339700,1282,4.2,4.72,3.39,0,0,0,8.5,13.3,10.4,20.4,22.5,1.3,25.4,37.6,25.2,6.7,28.7,71.3,34418,38256,0.103744149765991
"5390","73",5160,32.708744,-117.12747,"Census Tract 40, San Diego County, California",338400,1254,4.3,3.76,4.14,0,4.3,5.8,15.8,7.5,5.4,25.8,7.2,3.1,21.1,41.7,29.1,4.9,30.2,69.8,25976,48177,0.0574162679425837
"5391","73",6546,32.715621,-117.131876,"Census Tract 41, San Diego County, California",309500,2789,3.7,2.84,2.36,2.5,1.1,11.3,19.1,21.2,14.3,5.5,3.2,8.9,33,40.7,10.4,6.4,24.5,75.5,39334,50335,0.0882036572248118
"5392","73",5673,32.729453,-117.120076,"Census Tract 42, San Diego County, California",561800,2491,5.5,2.54,2.32,0.8,0,1.8,11.3,11.3,12.4,20.4,15.1,0.6,7.9,32.2,48.2,8.4,66.2,33.8,81811,90238,0.0867121637896427
"5393","73",3665,32.735991,-117.129047,"Census Tract 43, San Diego County, California",694200,1850,4.6,2.47,2.13,0,0,1.1,7.7,3.9,8.7,11.2,13.4,1.5,25.3,40.5,23.8,5.6,43.5,56.5,72500,95854,0.103783783783784
"5394","73",3866,32.72476,-117.129425,"Census Tract 44, San Diego County, California",567400,1872,4.2,2.67,2.04,1.4,0.8,0,1.3,9.3,6.8,10.7,10.5,3.1,32.5,44.6,13.8,2.7,36.3,63.7,51432,73083,0.047542735042735
"5395","73",2875,32.717504,-117.137682,"Census Tract 45.01, San Diego County, California",640400,1476,3.3,2.49,2.25,0,2,5.5,19,12.9,17.6,17,4.5,12.2,50.8,26.6,3.3,3.2,22.1,77.9,42123,58631,0.155826558265583
"5396","73",1940,32.715865,-117.144443,"Census Tract 46, San Diego County, California",546200,1141,3.1,2.16,1.65,2.4,2.7,1.6,11.7,2.7,5.6,9.6,5.3,13,54.6,26.9,5.5,0,7.2,92.8,40032,54579,0.0815074496056091
"5397","73",1858,32.708866,-117.144894,"Census Tract 47, San Diego County, California",376200,751,3.4,1.71,2.93,0,0,0,4.9,1.5,10.8,6.7,12.3,13.8,32.9,32.6,12.1,4.1,18.2,81.8,24489,35841,0.179760319573901
"5398","73",4115,32.708604,-117.138342,"Census Tract 48, San Diego County, California",329600,1186,3.9,3.37,3.76,0,4,1.7,1.5,8.9,3.5,17.2,22.8,4.6,34.5,33.3,23.1,3.8,18,82,34852,40520,0.125632377740304
"5399","73",5028,32.70197,-117.137919,"Census Tract 49, San Diego County, California",358700,1431,3.8,4.14,3.6,0,1,3.8,11.5,6.9,9.6,15.9,10.5,6.5,34.6,38.4,12.4,7.3,16.5,83.5,27174,48083,0.0691823899371069
"5400","73",2227,32.697241,-117.140956,"Census Tract 50, San Diego County, California",236200,658,4,4.22,3.35,0,1.2,23.9,16.7,19.6,6.4,6.5,11.1,9.9,24.9,32.2,29.5,3.5,14.3,85.7,21792,30706,0.22644376899696
"5401","73",7140,32.707712,-117.151174,"Census Tract 51, San Diego County, California",414200,3004,2.6,1.63,1.56,30.3,43.5,9.8,2.9,0.8,3.2,0.5,2.8,35.2,40,19.3,5,0,14.6,85.4,30103,50859,0.0975366178428762
"5402","73",4563,32.715204,-117.153497,"Census Tract 52, San Diego County, California",354800,2872,2.7,2.12,1.69,21.2,25.6,10.8,15.8,11,2.1,1.2,2.2,31.7,36.5,27.6,3.3,0,12.1,87.9,39612,60265,0.227019498607242
"5403","73",6667,32.714757,-117.162496,"Census Tract 53, San Diego County, California",643400,2989,2.6,2.04,1.32,6.5,20.9,13.5,19.9,3.3,4.9,3.7,4.7,31.5,43.5,20,2.9,0,17.7,82.3,30843,67254,0.16226162596186
"5404","73",7435,32.712525,-117.165037,"Census Tract 54, San Diego County, California",681300,5729,3.4,1.58,1.57,12.8,36.7,24.4,13.1,7,1.8,0.7,0.2,18.3,30.9,43.2,6.9,0,41.3,58.7,75440,132804,0.193751090940827
"5405","73",4463,32.721594,-117.160962,"Census Tract 56, San Diego County, California",449800,2867,2.9,1.73,1.32,15.2,38.9,3.4,7.2,7.9,7.4,4.3,1.9,21.6,45.6,27.4,3.7,1.7,30,70,62228,83155,0.19183815835368
"5406","73",1948,32.724822,-117.162601,"Census Tract 57, San Diego County, California",350000,914,2.9,2.02,1.41,0,0.8,0,14,25.2,16.6,11.4,10.9,26.5,55.5,10.9,5.3,1.1,8,92,38125,45238,0.108315098468271
"5407","73",2725,32.722743,-117.16842,"Census Tract 58, San Diego County, California",415700,2133,3,1.46,1.6,10,53.9,17.6,3.1,4.3,2,0.4,3.1,16.1,43,35.4,4,1.1,22.3,77.7,62317,78327,0.240975152367557
"5408","73",2821,32.729457,-117.163722,"Census Tract 59, San Diego County, California",403700,2051,3.3,1.54,1.58,3,9.5,5.6,5.1,13.7,14,11.2,6.5,21.9,39.8,30.3,6.9,1,18.8,81.2,53426,60778,0.176011701608971
"5409","73",3536,32.735724,-117.163974,"Census Tract 60, San Diego County, California",628400,2161,3.9,1.65,1.51,5.5,4.1,8.4,10.1,19.2,14.4,8.8,7.5,11.4,33.3,36.4,14.5,3.3,32.5,67.5,62014,88511,0.0652475705691809
"5410","73",2237,32.737369,-117.172535,"Census Tract 61, San Diego County, California",757100,1273,4.3,2.12,1.89,2,3,5.4,20,10.4,15.5,22.2,8.7,2,30.6,41.9,22.8,2.7,38.4,61.6,58125,87510,0.102120974076984
"5411","73",2569,32.750433,-117.199592,"Census Tract 65, San Diego County, California",491700,1515,3.2,1.93,1.53,0,0.5,6,26.9,22.2,10.9,16.5,5,7.4,59.3,24.8,8.1,0.4,16.3,83.7,30082,47875,0.0910891089108911
"5412","73",2503,32.754399,-117.229452,"Census Tract 68.01, San Diego County, California",340200,1453,3.7,1.91,1.95,0,0,2.8,17.7,23.6,51.3,2.9,1.7,0.5,42.3,45.8,11.4,0,35.9,64.1,52610,66306,0.0344115622849277
"5413","73",5032,32.750499,-117.219225,"Census Tract 68.02, San Diego County, California",352500,2437,3.8,1.94,2.27,5,0,1.2,14,31.4,29.4,10.4,1.5,1.5,39.6,46.9,9.4,1.2,21.1,78.9,51154,57709,0.059499384489126
"5414","73",5148,32.74358,-117.222228,"Census Tract 69, San Diego County, California",793900,2256,5.5,2.46,2.45,2.3,0,0,5.3,6.4,20,23.7,11.2,1,14.8,33.2,28.5,21.2,64.2,35.8,86629,112389,0.0531914893617021
"5415","73",2947,32.733172,-117.235605,"Census Tract 70.02, San Diego County, California",824100,1275,6.1,2.51,2.77,1,0.5,0,0,7.1,15.6,50.1,18.7,0,0,16.5,53,26,89.6,10.4,105066,129411,0.0298039215686275
"5416","73",5493,32.723425,-117.251152,"Census Tract 72, San Diego County, California",968800,1625,6.4,2.43,2.46,0,0,1.6,1.2,4.1,9,59.4,19.1,0,1.6,10.6,56.3,29.7,83.6,16.4,95363,133760,0.0209230769230769
"5417","73",4948,32.741407,-117.251705,"Census Tract 73.01, San Diego County, California",579400,3041,3.8,1.75,1.78,0,3.4,0,7.7,29.2,12.5,21.1,16.6,4,33.7,52.8,8.3,1.2,16,84,61216,73461,0.106215060835252
"5418","73",2060,32.736039,-117.244683,"Census Tract 73.02, San Diego County, California",835000,896,5.7,2.38,2.41,1.6,0,0,0.7,4.8,8.4,30.9,50.9,1.2,10.5,27.1,38.4,18.6,81.2,18.8,88041,107837,0.0691964285714286
"5419","73",6590,32.746081,-117.234535,"Census Tract 74, San Diego County, California",551000,3242,4.2,2.21,1.93,1,0.5,2.1,12.2,33.7,14.7,15.3,13.8,2.2,21.5,46.7,26.8,1.6,44.4,55.6,61791,81917,0.0629241209130167
"5420","73",4040,32.750984,-117.244438,"Census Tract 75.01, San Diego County, California",532900,2330,3.6,2.08,1.89,0,0.8,0.6,4.5,13.8,13.7,26.1,22.1,6.7,38.8,42.2,9.6,2.7,19.6,80.4,48654,58189,0.100429184549356
"5421","73",3227,32.747604,-117.247749,"Census Tract 75.02, San Diego County, California",490300,1821,3.6,1.77,1.63,0,0,2.6,6.8,18.5,12.2,30.8,11.4,1.6,49.1,38.8,5,5,12.7,87.3,52879,67391,0.113124656781988
"5422","73",5607,32.777508,-117.247009,"Census Tract 76, San Diego County, California",760800,4030,4.1,1.74,1.98,1.8,3.5,7.5,13.7,20.3,18.3,12.3,9.2,3,23.8,49.8,18,5,34,66,55542,78121,0.362282878411911
"5423","73",3703,32.789904,-117.240397,"Census Tract 77.01, San Diego County, California",749300,2676,3.7,1.84,1.75,0.6,0.4,1.2,20,40.7,21.4,8.9,6.3,14.5,27.2,35.2,20.5,1.9,28.5,71.5,75643,92739,0.150224215246637
"5424","73",3849,32.790646,-117.235045,"Census Tract 77.02, San Diego County, California",759900,2267,3.7,1.74,1.89,3.5,2.5,7.2,4.6,31.5,17.8,18.6,9.7,11.2,32.3,34.8,18.8,2.4,17.9,82.1,57000,67693,0.111601235112483
"5425","73",5724,32.803489,-117.225606,"Census Tract 78, San Diego County, California",625000,2690,3.9,2.45,2.3,0.9,3.3,4.5,6.9,27.8,24.5,25.7,5.4,4.2,33.4,38,20.2,2.7,21.4,78.6,49170,60823,0.09182156133829
"5426","73",4487,32.803149,-117.238419,"Census Tract 79.03, San Diego County, California",283500,2933,3.7,1.95,1.87,0,1.6,1.6,12.4,42.9,13.5,14.7,10.1,6.8,42.4,28.4,19.9,2.5,27.8,72.2,54290,71913,0.138424821002387
"5427","73",2584,32.79974,-117.253165,"Census Tract 79.05, San Diego County, California",548500,1679,3.8,1.79,1.88,3,0.7,0,13.8,28.6,21.3,16.3,12.4,2.1,35.8,45.8,15.4,0.8,21.2,78.8,56223,65564,0.228707564026206
"5428","73",3048,32.796218,-117.241777,"Census Tract 79.07, San Diego County, California",509300,1732,3.3,2.13,1.84,0,0,1.3,12.4,32.8,31.6,14.6,3.9,15,42.7,31.3,11.1,0,12,88,55716,74826,0.165704387990762
"5429","73",2819,32.797866,-117.234245,"Census Tract 79.08, San Diego County, California",455700,1540,4,1.72,1.92,2.3,3.1,11.8,7.7,27.8,23.5,15.6,6.5,0,37.1,39.5,19.4,4,26.2,73.8,64693,79624,0.113636363636364
"5430","73",2797,32.79477,-117.249429,"Census Tract 79.10, San Diego County, California",671900,1707,3.6,1.86,1.79,8,3.1,1.2,10.9,33.2,15.7,9,12.8,7.4,34.8,40.6,16.3,0.8,20,80,52697,73903,0.0456942003514939
"5431","73",2522,32.807562,-117.241934,"Census Tract 80.02, San Diego County, California",854900,1090,5.7,2.36,2.57,0,4.3,2.3,3.1,11.4,16.1,35,22.8,1.8,4.1,32.3,37.5,18.7,68.7,31.3,102179,142287,0.0532110091743119
"5432","73",3334,32.804854,-117.255033,"Census Tract 80.03, San Diego County, California",805500,1870,4,2.16,1.82,0,0.9,3.9,6.6,24.2,13.4,30.2,18.2,1.2,29.4,43.2,18.6,6.6,30.8,69.2,77470,91348,0.154545454545455
"5433","73",3805,32.809569,-117.259607,"Census Tract 80.06, San Diego County, California",815600,2115,4.1,2.21,1.79,4.1,8.3,7.9,7.8,25.3,9.9,27.8,5.1,8.1,18.9,46.2,16.5,7.2,36.3,63.7,75380,104249,0.132387706855792
